Reward from homework,Course relevance,Interdisciplinary learning,Cooperation and Discussion,Homework numbers,Scale,Average time spent,Homework deadlines,Step by step,Feeling,Difficulty of implementation,Difficulty in understanding,Student qualifications,Student concentration,Student responsibility,Research relevance,answer,reward,time_cost,feel,ability
8,highly correlated,a little,always,1-2,small,<1 hr,two weeks,fully qualified,motivated,super hard,difficult,low,low,between middle/high,middle,1,10,-6,2,-3
9,moderately correlated,fifty-fifty,common,1-2,medium,<1 hr,three days,no,impatient,moderate,difficult,between low/middle,between low/middle,between low/middle,low,1,8,-6,0,-5
6,moderately correlated,often,often,1-2,small,<1 hr,three days,roughly,interested,moderate,super hard,between middle/high,between low/middle,high,low,1,8,-8,2,0
3,highly correlated,often,always,1-2,small,<1 hr,two weeks,no,confused,super hard,super hard,between low/middle,middle,low,between low/middle,1,10,-6,-7,-4
9,highly correlated,a little,always,3-4,small to medium,<1 hr,three days,fully qualified,worried,difficult,very easy,low,middle,low,middle,1,12,-6,0,-4
7,highly correlated,uncertain,always,3-4,small to medium,<1 hr,three days,no,impatient,moderate,very easy,low,between low/middle,middle,between middle/high,1,8,-6,-2,-2
9,highly correlated,often,without cooperation,3-4,small,<1 hr,one weeks,uncertain,confused,moderate,simple,low,between low/middle,high,high,1,8,-6,0,1
7,moderately correlated,often,common,3-4,small,<1 hr,three days,uncertain,interested,very easy,moderate,low,between middle/high,middle,between low/middle,1,8,-7,1,-2
9,highly correlated,often,without cooperation,3-4,small to medium,<1 hr,three days,fully qualified,inspired,moderate,super hard,low,middle,between low/middle,high,1,8,-6,4,-1
2,highly correlated,often,always,1-2,small,<1 hr,three days,uncertain,rewarding,super hard,difficult,between low/middle,between low/middle,low,middle,1,8,-8,0,-4
10,highly correlated,often,seldom,1-2,small,<1 hr,one weeks,no,motivated,simple,difficult,high,between low/middle,between middle/high,between middle/high,1,10,-7,0,3
9,highly correlated,a little,often,1-2,small,1-3 hr,three days,uncertain,inspired,moderate,very easy,low,middle,high,low,1,10,-7,2,-2
9,highly correlated,fifty-fifty,always,3-4,small to medium,<1 hr,three days,fifty-fifty,motivated,very easy,super hard,low,between middle/high,between middle/high,between middle/high,1,14,-6,-2,1
10,modestly correlated,fifty-fifty,always,3-4,small,<1 hr,three days,no,impatient,super hard,simple,between middle/high,low,low,between middle/high,1,8,-7,-5,-2
8,moderately correlated,often,always,1-2,medium,<1 hr,three days,uncertain,rewarding,difficult,super hard,low,high,low,middle,1,12,-6,0,-2
5,highly correlated,often,common,1-2,small to medium,<1 hr,one weeks,no,worried,difficult,difficult,high,between middle/high,high,between middle/high,1,8,-6,-2,6
3,moderately correlated,often,always,1-2,small to medium,<1 hr,one weeks,fifty-fifty,worried,super hard,super hard,between low/middle,middle,middle,between middle/high,1,8,-6,-6,0
5,moderately correlated,fifty-fifty,always,3-4,small,<1 hr,one weeks,roughly,interested,very easy,super hard,high,between low/middle,middle,between low/middle,1,8,-6,-1,0
6,moderately correlated,often,often,1-2,small,<1 hr,one weeks,fifty-fifty,confused,super hard,moderate,between middle/high,high,low,low,1,8,-7,-1,-1
9,moderately correlated,a little,always,1-2,small to medium,<1 hr,three days,uncertain,interested,very easy,super hard,middle,low,between middle/high,high,1,10,-7,-3,1
6,highly correlated,fifty-fifty,often,1-2,small to medium,1-3 hr,three days,no,motivated,moderate,difficult,between middle/high,middle,between middle/high,between middle/high,1,8,-6,2,3
8,modestly correlated,often,always,1-2,small,3-5 hr,three days,fully qualified,worried,very easy,difficult,middle,middle,high,middle,1,8,-6,0,2
9,moderately correlated,uncertain,always,1-2,small,<1 hr,two weeks,fifty-fifty,confused,super hard,simple,middle,middle,between low/middle,between low/middle,1,8,-6,-3,-2
9,highly correlated,often,common,1-2,small to medium,<1 hr,one weeks,uncertain,confused,super hard,moderate,between low/middle,between low/middle,low,middle,1,12,-6,-2,-4
10,moderately correlated,a little,often,3-4,small to medium,<1 hr,three days,fifty-fifty,rewarding,moderate,simple,between middle/high,high,between low/middle,middle,1,8,-6,4,2
10,highly correlated,often,seldom,3-4,small to medium,<1 hr,three days,fully qualified,confused,moderate,moderate,middle,low,low,high,1,10,-6,5,-2
10,highly correlated,often,seldom,3-4,small,<1 hr,one weeks,fully qualified,impatient,moderate,simple,middle,middle,middle,low,1,10,-6,3,-2
7,highly correlated,often,often,1-2,small to medium,1-3 hr,three days,roughly,motivated,moderate,super hard,between low/middle,between middle/high,low,between middle/high,1,12,-6,2,-1
9,highly correlated,often,common,3-4,small,<1 hr,one weeks,fully qualified,rewarding,difficult,super hard,middle,between middle/high,between low/middle,between middle/high,1,12,-6,3,1
6,highly correlated,often,common,1-2,small to medium,1-3 hr,three days,roughly,confused,super hard,moderate,middle,between middle/high,low,between middle/high,1,8,-6,0,0
9,modestly correlated,fifty-fifty,always,1-2,small,1-3 hr,one weeks,uncertain,worried,very easy,very easy,high,middle,high,between low/middle,1,8,-6,-5,3
9,highly correlated,often,always,3-4,small,<1 hr,one weeks,roughly,impatient,very easy,difficult,middle,middle,low,between middle/high,1,16,-6,0,-1
8,moderately correlated,often,often,1-2,medium,<1 hr,three days,fully qualified,rewarding,difficult,very easy,between middle/high,middle,between low/middle,between low/middle,1,10,-6,4,-1
9,moderately correlated,often,common,1-2,small,1-3 hr,three days,no,impatient,super hard,very easy,between middle/high,high,middle,low,1,10,-7,-6,1
6,moderately correlated,fifty-fifty,always,1-2,small,1-3 hr,three days,uncertain,impatient,super hard,super hard,middle,low,between low/middle,between low/middle,1,8,-7,-6,-4
6,highly correlated,fifty-fifty,often,3-4,small to medium,<1 hr,three days,fully qualified,motivated,moderate,simple,low,middle,middle,middle,1,8,-6,5,-2
9,modestly correlated,often,always,1-2,small to medium,1-3 hr,three days,fifty-fifty,interested,super hard,difficult,between low/middle,middle,low,between low/middle,1,10,-6,0,-4
5,highly correlated,often,always,1-2,small,<1 hr,one weeks,roughly,rewarding,simple,moderate,high,middle,between middle/high,high,1,12,-7,5,5
6,highly correlated,often,common,1-2,small,1-3 hr,one weeks,roughly,interested,moderate,difficult,middle,middle,between low/middle,middle,1,8,-6,5,-1
10,moderately correlated,often,seldom,1-2,small,3-5 hr,three days,fifty-fifty,confused,difficult,super hard,high,high,middle,between low/middle,1,8,-6,-2,3
9,moderately correlated,often,often,1-2,small,1-3 hr,three days,no,inspired,moderate,difficult,between low/middle,low,low,high,1,12,-7,3,-3
10,highly correlated,no,always,1-2,small to medium,1-3 hr,three days,no,bored,very easy,very easy,high,low,middle,low,1,8,-6,-6,-2
6,moderately correlated,fifty-fifty,always,1-2,small to medium,<1 hr,three days,roughly,worried,difficult,simple,middle,low,middle,high,1,8,-7,0,0
6,highly correlated,fifty-fifty,often,3-4,small,<1 hr,three days,fifty-fifty,motivated,very easy,simple,between low/middle,low,high,middle,1,8,-7,0,-1
5,highly correlated,often,often,3-4,small to medium,<1 hr,three days,no,interested,moderate,moderate,between middle/high,between middle/high,low,low,1,10,-6,3,-2
6,highly correlated,often,always,1-2,small to medium,<1 hr,three days,roughly,rewarding,very easy,simple,middle,between middle/high,high,high,1,12,-7,2,5
7,highly correlated,a little,often,1-2,small,<1 hr,one weeks,fully qualified,inspired,super hard,super hard,low,between middle/high,between middle/high,middle,1,8,-7,0,0
9,highly correlated,fifty-fifty,common,1-2,small to medium,<1 hr,one weeks,uncertain,bored,moderate,super hard,between low/middle,low,middle,low,1,10,-6,-3,-5
1,highly correlated,often,always,3-4,small to medium,<1 hr,three days,fully qualified,inspired,moderate,super hard,middle,high,between middle/high,between low/middle,1,8,-6,4,2
7,moderately correlated,often,always,3-4,small,<1 hr,three days,fifty-fifty,interested,super hard,moderate,low,between low/middle,between low/middle,low,1,12,-7,1,-6
6,highly correlated,often,often,1-2,small to medium,<1 hr,three days,fifty-fifty,inspired,simple,simple,low,high,middle,between low/middle,1,10,-7,2,-1
8,highly correlated,often,often,3-4,small,<1 hr,three days,no,motivated,super hard,super hard,low,between middle/high,low,low,1,12,-7,-5,-5
5,highly correlated,a little,always,3-4,small,1-3 hr,three days,roughly,impatient,moderate,difficult,low,low,high,high,1,8,-6,3,0
6,highly correlated,often,common,1-2,small,<1 hr,one weeks,fully qualified,rewarding,moderate,very easy,middle,low,between middle/high,between middle/high,1,8,-7,5,0
4,moderately correlated,often,always,1-2,medium,<1 hr,three days,fifty-fifty,inspired,very easy,very easy,middle,high,high,between middle/high,1,8,-6,0,5
9,moderately correlated,fifty-fifty,common,1-2,small,<1 hr,one weeks,no,rewarding,very easy,moderate,between middle/high,between middle/high,high,low,1,8,-7,1,2
8,highly correlated,often,seldom,3-4,small,<1 hr,three days,no,impatient,super hard,difficult,low,high,between low/middle,between middle/high,1,8,-7,-4,0
9,modestly correlated,fifty-fifty,always,1-2,small,3-5 hr,three days,fifty-fifty,motivated,difficult,difficult,high,low,middle,middle,1,8,-6,3,0
8,highly correlated,fifty-fifty,common,3-4,small,1-3 hr,three days,fifty-fifty,inspired,very easy,super hard,low,between middle/high,between middle/high,low,1,8,-6,-1,-2
9,highly correlated,often,always,1-2,medium,<1 hr,three days,fully qualified,worried,simple,super hard,low,high,between middle/high,between low/middle,1,16,-6,-2,0
8,highly correlated,fifty-fifty,often,1-2,small,3-5 hr,three days,uncertain,confused,moderate,difficult,middle,low,low,high,1,10,-6,1,-2
10,moderately correlated,often,often,1-2,small to medium,1-3 hr,three days,fifty-fifty,motivated,simple,super hard,between middle/high,between low/middle,between low/middle,between middle/high,1,12,-6,-1,0
8,highly correlated,a little,often,1-2,small,3-5 hr,three days,fully qualified,motivated,very easy,simple,between low/middle,low,low,low,1,8,-6,2,-7
4,highly correlated,often,always,1-2,small,<1 hr,two weeks,fully qualified,bored,moderate,very easy,high,middle,middle,high,1,10,-6,1,4
10,moderately correlated,fifty-fifty,common,3-4,small,<1 hr,one weeks,uncertain,motivated,very easy,moderate,low,between middle/high,between low/middle,high,1,8,-6,1,0
10,moderately correlated,fifty-fifty,often,1-2,small,1-3 hr,one weeks,fully qualified,interested,simple,very easy,high,between middle/high,middle,middle,1,10,-6,2,3
7,highly correlated,often,common,3-4,small,<1 hr,one weeks,no,worried,super hard,simple,high,middle,between low/middle,between middle/high,1,10,-6,-6,2
7,moderately correlated,a little,always,1-2,medium,<1 hr,three days,no,interested,super hard,moderate,low,between low/middle,between low/middle,low,1,8,-6,-1,-6
10,moderately correlated,uncertain,always,3-4,small to medium,<1 hr,three days,no,motivated,difficult,difficult,high,between low/middle,low,high,1,8,-6,1,1
7,highly correlated,fifty-fifty,often,1-2,small,3-5 hr,three days,fifty-fifty,confused,super hard,moderate,middle,middle,between middle/high,between low/middle,1,10,-6,-1,0
5,moderately correlated,often,always,1-2,small,1-3 hr,three days,uncertain,bored,difficult,moderate,low,low,middle,low,1,10,-7,0,-6
6,highly correlated,a little,always,1-2,small,1-3 hr,three days,roughly,worried,moderate,simple,low,middle,low,middle,1,8,-7,1,-4
10,moderately correlated,often,always,1-2,small,3-5 hr,three days,no,confused,very easy,super hard,between low/middle,low,high,between middle/high,1,14,-6,-6,0
8,highly correlated,a little,always,3-4,small,<1 hr,one weeks,no,confused,simple,super hard,between middle/high,high,low,between low/middle,1,10,-6,-5,0
8,moderately correlated,fifty-fifty,always,3-4,small,<1 hr,three days,no,inspired,very easy,difficult,between low/middle,middle,between middle/high,between low/middle,1,10,-7,0,-1
10,moderately correlated,often,seldom,1-2,small to medium,<1 hr,one weeks,roughly,motivated,very easy,difficult,between middle/high,between middle/high,between middle/high,between low/middle,1,8,-6,2,2
10,highly correlated,often,always,3-4,small,<1 hr,three days,fully qualified,interested,difficult,simple,low,low,high,between low/middle,1,16,-7,4,-3
10,no correlation,often,always,3-4,small,<1 hr,three days,roughly,interested,very easy,moderate,between middle/high,high,between middle/high,high,1,8,-7,3,6
7,highly correlated,fifty-fifty,common,1-2,small to medium,<1 hr,three days,uncertain,rewarding,super hard,moderate,middle,low,high,low,1,8,-7,1,-2
9,moderately correlated,fifty-fifty,often,1-2,small,1-3 hr,one weeks,fully qualified,rewarding,very easy,difficult,between low/middle,middle,low,between low/middle,1,10,-6,4,-4
10,moderately correlated,often,common,1-2,small,<1 hr,one weeks,roughly,rewarding,simple,simple,between low/middle,low,low,middle,1,10,-7,3,-5
10,highly correlated,often,seldom,1-2,small to medium,<1 hr,three days,fully qualified,bored,very easy,very easy,between low/middle,between low/middle,middle,low,1,10,-7,-2,-4
10,highly correlated,often,always,1-2,small,1-3 hr,three days,fifty-fifty,interested,moderate,super hard,low,between low/middle,low,high,1,16,-7,1,-3
4,highly correlated,often,always,1-2,small,3-5 hr,three days,fully qualified,motivated,difficult,simple,low,between low/middle,between low/middle,middle,1,10,-6,4,-4
9,moderately correlated,fifty-fifty,often,1-2,small,<1 hr,two weeks,roughly,inspired,moderate,moderate,between low/middle,between low/middle,middle,low,1,10,-6,7,-4
9,moderately correlated,a little,often,1-2,small to medium,<1 hr,three days,fully qualified,bored,moderate,simple,high,between middle/high,middle,low,1,8,-7,2,1
10,moderately correlated,uncertain,always,3-4,small to medium,<1 hr,three days,uncertain,motivated,very easy,very easy,between middle/high,low,between low/middle,middle,1,8,-6,-2,-2
8,highly correlated,often,seldom,1-2,medium,<1 hr,three days,fully qualified,rewarding,simple,super hard,middle,low,between low/middle,high,1,8,-6,2,-1
10,highly correlated,often,seldom,3-4,small,<1 hr,three days,fully qualified,impatient,difficult,super hard,high,low,high,between low/middle,1,10,-7,0,1
4,highly correlated,often,often,1-2,small,3-5 hr,three days,uncertain,inspired,difficult,difficult,middle,middle,high,low,1,8,-6,3,0
8,highly correlated,a little,always,1-2,small,<1 hr,one weeks,uncertain,worried,very easy,super hard,between low/middle,between middle/high,between low/middle,middle,1,10,-7,-6,-1
7,moderately correlated,fifty-fifty,often,3-4,small,<1 hr,one weeks,roughly,motivated,simple,super hard,high,low,low,between middle/high,1,8,-6,0,-1
10,highly correlated,uncertain,always,1-2,small to medium,1-3 hr,three days,no,inspired,very easy,moderate,between low/middle,low,middle,middle,1,10,-6,1,-3
9,moderately correlated,often,always,1-2,small,1-3 hr,three days,roughly,inspired,simple,super hard,between low/middle,low,between middle/high,high,1,14,-7,1,0
9,moderately correlated,often,often,3-4,small to medium,<1 hr,three days,fully qualified,worried,moderate,very easy,middle,low,between low/middle,low,1,12,-6,1,-5
